OBJECTID,FID_output_XYTableToPoint,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,id,easting,northing,zone_number,zone_letter,Date,Date_Ordinal,Cluster,FID_อุทยานแห่งชาติแม่ปิง_Merge,AREA,PERIMETER,PROV_CODE,PROV_NAM_T,PROV_NAM_E,REGION,DNPO_CODE,DNPO_TH,LOCATION,TYPT,FR_ID,FR_NAME,PROVINCE,SOURCE,TYPE,F_CODE,KM2,RAI,fullname
1537,2100,17.55864,98.72455,303.34,0.4,0.37,2023-02-27,1908,N,VIIRS,n,2.0NRT,289.9,0.82,N,2100,470768.3681,1941377.487,47,Q,2023-02-27,738578,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1538,2285,17.55904,98.72103,335.21,0.41,0.45,2023-02-28,618,N,VIIRS,n,2.0NRT,300.41,2.68,D,2285,470394.8771,1941422.285,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1539,690,17.55912,98.76106,315.63,0.55,0.43,2023-03-01,1919,1,VIIRS,n,2.0NRT,292.75,2.71,N,690,474643.0124,1941425.343,47,Q,2023-03-01,738580,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1540,2358,17.55919,98.77032,302.99,0.46,0.39,2023-02-28,1849,N,VIIRS,n,2.0NRT,289.29,1.01,N,2358,475625.7236,1941431.875,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1541,441,17.55951,98.77126,307.79,0.37,0.58,2023-02-28,1938,1,VIIRS,n,2.0NRT,289.97,1.52,N,441,475725.522,1941467.156,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1542,595,17.55971,98.77238,336.78,0.43,0.38,2023-03-01,648,1,VIIRS,n,2.0NRT,307.09,3.87,D,595,475844.4064,1941489.14,47,Q,2023-03-01,738580,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1543,1049,17.55984,98.76775,311.33,0.38,0.36,2023-03-02,1902,1,VIIRS,n,2.0NRT,292.91,0.65,N,1049,475353.0748,1941504.117,47,Q,2023-03-02,738581,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1544,310,17.55988,98.7463,329.89,0.54,0.68,2023-02-27,726,1,VIIRS,n,2.0NRT,297.38,2.73,D,310,473076.7437,1941511.455,47,Q,2023-02-27,738578,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1545,2557,17.56006,98.75936,307.3,0.59,0.53,2023-03-01,1832,N,VIIRS,n,2.0NRT,292.17,1.78,N,2557,474462.7345,1941529.565,47,Q,2023-03-01,738580,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1546,232,17.56004,98.74248,299.16,0.46,0.47,2023-02-26,1836,1,VIIRS,n,2.0NRT,289.14,0.5,N,232,472671.3778,1941529.702,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1547,2094,17.56011,98.77887,303.14,0.4,0.37,2023-02-27,1908,N,VIIRS,n,2.0NRT,290.93,0.86,N,2094,476533.1955,1941532.579,47,Q,2023-02-27,738578,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1548,1872,17.56058,98.78629,304.4,0.45,0.47,2023-02-26,1927,N,VIIRS,n,2.0NRT,289.68,1.4,N,1872,477320.6839,1941583.674,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1549,447,17.56085,98.71307,305.81,0.36,0.58,2023-02-28,1938,1,VIIRS,n,2.0NRT,291.78,1.06,N,447,469550.4351,1941623.788,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1550,231,17.56108,98.73401,303.03,0.46,0.47,2023-02-26,1836,1,VIIRS,n,2.0NRT,289.58,1.11,N,231,471772.6776,1941645.998,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1551,456,17.56106,98.71289,309.35,0.36,0.58,2023-02-28,1938,1,VIIRS,n,2.0NRT,291.61,1.13,N,456,469531.3682,1941647.049,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1552,193,17.56128,98.78545,333,0.32,0.55,2023-02-26,603,1,VIIRS,n,2.0NRT,296.09,3.27,D,193,477231.6286,1941661.217,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1553,1871,17.56128,98.78255,302.55,0.45,0.47,2023-02-26,1927,N,VIIRS,n,2.0NRT,289.43,0.86,N,1871,476923.875,1941661.567,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1554,695,17.56126,98.70471,301.26,0.55,0.42,2023-03-01,1919,1,VIIRS,n,2.0NRT,291.07,0.97,N,695,468663.32,1941670.507,47,Q,2023-03-01,738580,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1555,1873,17.56152,98.73392,306.57,0.45,0.47,2023-02-26,1927,N,VIIRS,n,2.0NRT,289.24,1.47,N,1873,471763.1948,1941694.689,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1556,2357,17.56161,98.75343,310.78,0.46,0.39,2023-02-28,1849,N,VIIRS,n,2.0NRT,292.32,1.53,N,2357,473833.6489,1941701.852,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1557,189,17.56174,98.78419,330.88,0.32,0.55,2023-02-26,603,1,VIIRS,n,2.0NRT,296.37,2.77,D,189,477097.9728,1941712.259,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1558,194,17.56187,98.78851,334.91,0.32,0.55,2023-02-26,603,1,VIIRS,n,2.0NRT,295.68,3.73,D,194,477556.4344,1941726.126,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1559,2548,17.56188,98.76031,304.34,0.59,0.53,2023-03-01,1832,N,VIIRS,n,2.0NRT,292.05,1.41,N,2548,474563.8053,1941730.787,47,Q,2023-03-01,738580,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1560,2033,17.56188,98.73019,343.49,0.39,0.36,2023-02-27,637,N,VIIRS,n,2.0NRT,302.54,5.46,D,2033,471367.4159,1941735.076,47,Q,2023-02-27,738578,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1561,1945,17.56221,98.78903,301.46,0.45,0.47,2023-02-26,1927,N,VIIRS,n,2.0NRT,290.03,1.43,N,1945,477611.6594,1941763.679,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1562,327,17.56219,98.74494,300.74,0.48,0.65,2023-02-27,1817,1,VIIRS,n,2.0NRT,288.89,1.53,N,327,472932.7597,1941767.208,47,Q,2023-02-27,738578,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1563,2708,17.5623,98.7636,302.88,0.61,0.71,2023-03-02,1810,N,VIIRS,n,2.0NRT,291.94,2.08,N,2708,474913.0036,1941776.815,47,Q,2023-03-02,738581,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1564,2362,17.56227,98.72272,309.87,0.47,0.39,2023-02-28,1849,N,VIIRS,n,2.0NRT,291.47,2,N,2362,470574.7479,1941779.364,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1565,2096,17.5623,98.74442,304.29,0.4,0.37,2023-02-27,1908,N,VIIRS,n,2.0NRT,289.01,0.81,N,2096,472877.5928,1941779.452,47,Q,2023-02-27,738578,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1566,190,17.5624,98.78746,340.04,0.32,0.55,2023-02-26,603,1,VIIRS,n,2.0NRT,295.86,4.09,D,190,477445.0724,1941784.885,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1567,2356,17.56282,98.77085,302.93,0.46,0.39,2023-02-28,1849,N,VIIRS,n,2.0NRT,289.92,0.95,N,2356,475682.4535,1941833.401,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1568,230,17.56287,98.7912,306.97,0.46,0.47,2023-02-26,1836,1,VIIRS,n,2.0NRT,290.5,1.22,N,230,477842.023,1941836.442,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1569,2361,17.56291,98.71825,322.83,0.47,0.39,2023-02-28,1849,N,VIIRS,n,2.0NRT,292.23,2,N,2361,470100.4886,1941850.867,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1570,1863,17.56302,98.78743,337.6,0.5,0.41,2023-02-26,656,N,VIIRS,n,2.0NRT,299.52,6.35,D,1863,477441.9655,1941853.48,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1571,2032,17.56301,98.73745,330.52,0.39,0.36,2023-02-27,637,N,VIIRS,l,2.0NRT,301.04,4.52,D,2032,472138.0338,1941859.01,47,Q,2023-02-27,738578,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1572,407,17.5632,98.77477,334.71,0.53,0.5,2023-02-28,707,1,VIIRS,n,2.0NRT,303.3,5.76,D,407,476098.4981,1941874.943,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1573,229,17.56338,98.78711,304.53,0.46,0.47,2023-02-26,1836,1,VIIRS,n,2.0NRT,290.15,1.22,N,229,477408.0515,1941893.346,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1574,1052,17.5634,98.70207,320.67,0.38,0.36,2023-03-02,1902,1,VIIRS,n,2.0NRT,293.88,1.57,N,1052,468383.5281,1941907.698,47,Q,2023-03-02,738581,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1575,2360,17.56355,98.71375,322.71,0.47,0.39,2023-02-28,1849,N,VIIRS,n,2.0NRT,293.2,2.49,N,2360,469623.0489,1941922.386,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1576,1944,17.56369,98.78139,303.67,0.45,0.47,2023-02-26,1927,N,VIIRS,n,2.0NRT,289.52,0.82,N,1944,476801.0805,1941928.331,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1577,1047,17.5637,98.76472,314.18,0.38,0.36,2023-03-02,1902,1,VIIRS,n,2.0NRT,294.46,1.47,N,1047,475032.0516,1941931.552,47,Q,2023-03-02,738581,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1578,228,17.56399,98.78212,300.57,0.46,0.47,2023-02-26,1836,1,VIIRS,n,2.0NRT,289.4,1.04,N,228,476878.5866,1941961.432,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1579,2091,17.56407,98.77586,310.12,0.4,0.37,2023-02-27,1908,N,VIIRS,n,2.0NRT,289.81,1.69,N,2091,476214.2834,1941971.056,47,Q,2023-02-27,738578,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1580,691,17.56439,98.70943,306.82,0.55,0.42,2023-03-01,1919,1,VIIRS,n,2.0NRT,292.23,0.97,N,691,469164.7479,1942016.014,47,Q,2023-03-01,738580,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1581,2283,17.56448,98.77409,338.49,0.41,0.45,2023-02-28,618,N,VIIRS,n,2.0NRT,303.95,3.08,D,2283,476026.5044,1942016.637,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1582,2095,17.56477,98.72935,302.47,0.4,0.37,2023-02-27,1908,N,VIIRS,n,2.0NRT,289.72,0.99,N,2095,471278.7292,1942054.93,47,Q,2023-02-27,738578,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1583,443,17.56489,98.71976,309.36,0.36,0.58,2023-02-28,1938,1,VIIRS,n,2.0NRT,290.91,1.26,N,443,470261.0552,1942069.682,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1584,2556,17.56499,98.75963,314.03,0.59,0.53,2023-03-01,1832,N,VIIRS,n,2.0NRT,291.6,1.78,N,2556,474492.0781,1942074.944,47,Q,2023-03-01,738580,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1585,452,17.56514,98.71958,310.33,0.37,0.58,2023-02-28,1938,1,VIIRS,n,2.0NRT,291.15,1.51,N,452,470241.9944,1942097.368,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1586,1870,17.56549,98.78373,302.47,0.45,0.47,2023-02-26,1927,N,VIIRS,n,2.0NRT,289.65,0.86,N,1870,477049.6294,1942127.184,47,Q,2023-02-26,738577,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1587,2555,17.56557,98.75475,309.78,0.59,0.53,2023-03-01,1832,N,VIIRS,n,2.0NRT,292.79,1.78,N,2555,473974.2957,1942139.773,47,Q,2023-03-01,738580,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1588,442,17.56552,98.71679,302.17,0.36,0.58,2023-02-28,1938,1,VIIRS,n,2.0NRT,291.04,1.06,N,442,469945.982,1942139.848,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1589,2093,17.56566,98.74503,304.74,0.4,0.37,2023-02-27,1908,N,VIIRS,n,2.0NRT,289.51,0.81,N,2093,472942.8262,1942151.089,47,Q,2023-02-27,738578,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1590,451,17.56574,98.71664,302.99,0.36,0.58,2023-02-28,1938,1,VIIRS,n,2.0NRT,291.09,1.13,N,451,469930.1004,1942164.211,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
1591,2355,17.56583,98.74973,302.41,0.46,0.39,2023-02-28,1849,N,VIIRS,n,2.0NRT,292.03,0.82,N,2355,473441.6131,1942169.233,47,Q,2023-02-28,738579,3,1,247567008,193511,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.5668683,154729.375,อุทยานแห่งชาติ แม่ปิง
