latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
13.85788,101.2946,332.3,0.54,0.51,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.92,4.73,D
13.84399,101.13873,352.21,0.53,0.5,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.9,9.82,D
13.85432,101.29238,335.44,0.54,0.51,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.15,3.51,D
13.56171,99.34982,341.26,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.56,6.26,D
13.98159,102.81515,331.55,0.34,0.56,2023-02-23,0658,1,VIIRS,l,2.0NRT,302.69,1.81,D
13.52071,99.22658,331.03,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,300.24,3.88,D
13.51662,99.22667,333.52,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,299.95,3.88,D
13.5177,99.23492,341.68,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,298.97,3.53,D
13.51252,99.22667,332.78,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,298.38,4.77,D
13.79208,101.60002,345.16,0.56,0.52,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.51,6.6,D
13.7489,101.2804,337.65,0.54,0.51,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.88,3.24,D
13.49614,99.29053,334.08,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.38,3.71,D
13.9854,101.67064,332.4,0.57,0.52,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.62,5.97,D
13.49519,99.28783,334.48,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.46,3.39,D
13.49564,99.29118,336.18,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.25,3.91,D
13.79088,101.5978,332.75,0.56,0.52,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.31,3.07,D
13.79154,101.60302,330.3,0.56,0.52,2023-02-23,0658,1,VIIRS,n,2.0NRT,300.26,2.2,D
13.46623,99.22605,341.21,0.39,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.99,6.86,D
13.68886,101.43349,342.27,0.55,0.51,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.29,5.44,D
13.6116,100.88206,330.91,0.5,0.49,2023-02-23,0658,1,VIIRS,n,2.0NRT,302.47,3.57,D
13.3639,99.39036,333.62,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,301.82,3.73,D
13.36443,99.39431,338.71,0.4,0.44,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.93,3.73,D
13.61395,101.31286,335.55,0.54,0.51,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.62,2.83,D
13.69207,102.18021,344.85,0.61,0.54,2023-02-23,0658,1,VIIRS,n,2.0NRT,304.15,5.74,D
13.71462,102.40955,339.52,0.32,0.54,2023-02-23,0658,1,VIIRS,n,2.0NRT,303.81,2.37,D
