OID_,FID_SUOMI_XYTableToPoint,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,FID_อุทยานแห่งชาติแม่ปิง_Merge,AREA,PERIMETER,PROV_CODE,PROV_NAM_T,PROV_NAM_E,REGION,DNPO_CODE,DNPO_TH,LOCATION,TYPT,FR_ID,FR_NAME,PROVINCE,SOURCE,TYPE,F_CODE,KM2,RAI,fullname
53,34487,17.371320000000001,98.930530000000005,304.009999999999991,0.380000000000000,0.360000000000000,3/10/2023 0:00:00,1902,N,VIIRS,n,2.0NRT,293.360000000000014,0.650000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
54,34490,17.372589999999999,98.901179999999997,307.889999999999986,0.380000000000000,0.360000000000000,3/10/2023 0:00:00,1902,N,VIIRS,n,2.0NRT,293.990000000000009,0.990000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
55,31496,17.373870000000000,98.937049999999999,332.139999999999986,0.430000000000000,0.380000000000000,3/9/2023 0:00:00,650,N,VIIRS,l,2.0NRT,304.750000000000000,7.070000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
56,34485,17.375319999999999,98.905339999999995,320.980000000000018,0.380000000000000,0.360000000000000,3/10/2023 0:00:00,1902,N,VIIRS,n,2.0NRT,295.120000000000005,2.220000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
57,34486,17.376460000000002,98.898160000000004,309.509999999999991,0.380000000000000,0.360000000000000,3/10/2023 0:00:00,1902,N,VIIRS,n,2.0NRT,294.459999999999980,0.990000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
58,31497,17.376819999999999,98.932540000000003,340.610000000000014,0.430000000000000,0.380000000000000,3/9/2023 0:00:00,650,N,VIIRS,n,2.0NRT,307.269999999999982,7.260000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
59,26987,17.376950000000001,98.985569999999996,303.029999999999973,0.400000000000000,0.370000000000000,3/5/2023 0:00:00,1855,N,VIIRS,n,2.0NRT,292.279999999999973,1.120000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
60,31162,17.377389999999998,98.937230000000000,306.769999999999982,0.370000000000000,0.580000000000000,3/8/2023 0:00:00,1940,N,VIIRS,n,2.0NRT,293.180000000000007,0.810000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
61,31161,17.378029999999999,98.934219999999996,308.480000000000018,0.370000000000000,0.580000000000000,3/8/2023 0:00:00,1940,N,VIIRS,n,2.0NRT,293.730000000000018,1.070000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
62,34484,17.378050000000002,98.909520000000001,315.339999999999975,0.380000000000000,0.360000000000000,3/10/2023 0:00:00,1902,N,VIIRS,n,2.0NRT,294.560000000000002,2.400000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
63,31160,17.378640000000001,98.931330000000003,314.230000000000018,0.370000000000000,0.580000000000000,3/8/2023 0:00:00,1940,N,VIIRS,n,2.0NRT,293.920000000000016,1.070000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
64,34483,17.379079999999998,98.924469999999999,309.689999999999998,0.380000000000000,0.360000000000000,3/10/2023 0:00:00,1902,N,VIIRS,n,2.0NRT,294.240000000000009,1.330000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
65,30663,17.379549999999998,98.935260000000000,330.259999999999991,0.530000000000000,0.500000000000000,3/8/2023 0:00:00,709,N,VIIRS,l,2.0NRT,301.370000000000005,4.550000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
66,31499,17.379780000000000,98.928110000000004,332.790000000000020,0.430000000000000,0.380000000000000,3/9/2023 0:00:00,650,N,VIIRS,l,2.0NRT,305.889999999999986,3.790000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
67,28615,17.379919999999998,98.981880000000004,307.069999999999993,0.450000000000000,0.470000000000000,3/6/2023 0:00:00,1838,N,VIIRS,n,2.0NRT,292.449999999999989,1.110000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
68,31498,17.380310000000001,98.931920000000005,333.709999999999980,0.430000000000000,0.380000000000000,3/9/2023 0:00:00,650,N,VIIRS,l,2.0NRT,305.949999999999989,3.790000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
69,30664,17.383679999999998,98.930149999999998,330.269999999999982,0.530000000000000,0.500000000000000,3/8/2023 0:00:00,709,N,VIIRS,l,2.0NRT,302.110000000000014,7.120000000000000,D,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
70,28612,17.384260000000001,98.982219999999998,307.790000000000020,0.450000000000000,0.470000000000000,3/6/2023 0:00:00,1838,N,VIIRS,n,2.0NRT,293.250000000000000,1.110000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
71,28611,17.390709999999999,98.931470000000004,303.730000000000018,0.450000000000000,0.470000000000000,3/6/2023 0:00:00,1838,N,VIIRS,n,2.0NRT,292.829999999999984,1.020000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
72,29746,17.393210000000000,98.948130000000006,303.610000000000014,0.460000000000000,0.640000000000000,3/7/2023 0:00:00,1817,N,VIIRS,n,2.0NRT,292.459999999999980,0.990000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
73,28609,17.393850000000000,98.941350000000000,302.439999999999998,0.450000000000000,0.470000000000000,3/6/2023 0:00:00,1838,N,VIIRS,n,2.0NRT,291.569999999999993,0.360000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
74,31158,17.394610000000000,98.908069999999995,308.790000000000020,0.370000000000000,0.580000000000000,3/8/2023 0:00:00,1940,N,VIIRS,n,2.0NRT,293.230000000000018,1.060000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
75,26978,17.395450000000000,98.931179999999998,307.939999999999998,0.400000000000000,0.370000000000000,3/5/2023 0:00:00,1855,N,VIIRS,n,2.0NRT,292.339999999999975,0.690000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
76,26977,17.396030000000000,98.927260000000004,303.839999999999975,0.400000000000000,0.370000000000000,3/5/2023 0:00:00,1855,N,VIIRS,n,2.0NRT,292.199999999999989,0.690000000000000,N,1,247567008.0000000,193511.0000000,63,จ.ตาก,Changwat Tak,ภาคเหนือ,14A,สำนักบริหารพื้นท,ตาก,อุทยานแห่งชาติ,1033,แม่ปิง,เชียงใหม่ ลำพูน ตาก,เร่งด่วน,NPRK,10,247.566868348000014,154729.375000000000000,อุทยานแห่งชาติ แม่ปิง
